,hash,reusablePlugItems
-1562826390,2732140906,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3786277607}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 39869035}]"
-1561156646,2733810650,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 702981643}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1135933726}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1370974707}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2640786741}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 370120076}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2352194537}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4105858344}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2263885190}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2049642418}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1641369407}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1971412320}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2692219422}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 986495788}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 664533719}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2653114997}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4188739374}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1697714165}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2845443115}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 968545635}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3460422045}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1576194648}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3770475779}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3770475778}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2864252039}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 365524697}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3001813128}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2519280691}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3849801323}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4066671384}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3592193383}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3219469610}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2409536749}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3045302654}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 610618967}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2250029820}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2784445581}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4035222870}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2922275939}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1708353857}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1222467473}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3127350767}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2314916765}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3908372701}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2793184550}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2465050180}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4155106369}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3907623580}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1633261020}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2829865752}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3568351785}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 168438525}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2772980243}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2504333144}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1511235307}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1539014368}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3370914423}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3573869992}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1903023095}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1636205905}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2334017923}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4026120125}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 945907382}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 945907383}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2114894938}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3363625697}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 264182641}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4245233855}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1989814423}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3533064931}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1471193607}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1059980443}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 629482101}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 880368054}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1954457094}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3593916933}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 252414402}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3470850110}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 79417130}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 198912077}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 518930465}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3236510875}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1775707016}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 419435523}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3750877150}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2701297915}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1959285715}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2025716654}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1005315489}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2343515647}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3889633083}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1804192853}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1125953881}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4032295410}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2863819165}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2509918852}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1959672649}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2295273904}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3967899461}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3866531381}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 146223817}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2066074780}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 215674186}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3750210364}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2764588986}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 606902507}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 100226755}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 917591018}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 917591019}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2653039573}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3719175804}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 256904954}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 515974643}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2629627596}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3091776080}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3761819011}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3673119885}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 197672677}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1932613595}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1591836417}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1291141296}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2293199928}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1567215868}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1961861544}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 389344040}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3493659058}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4134502833}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 235325823}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2742817008}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1377391809}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3208987202}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3753500813}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3479737253}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2245996337}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2245996336}]"
-1556976561,2737990735,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3523296417}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2458213969}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 706527188}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4082225868}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1683379515}]"
-1552011408,2742955888,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2779035018}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1359896290}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1890422124}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4071163871}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 706527188}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3275789089}]"
-1550337923,2744629373,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1631667848}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3523296417}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3300816228}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1866048759}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2866798147}]"
-1550262453,2744704843,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 957782887}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 706527188}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 247725512}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 2458213969}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': False, 'plugItemHash': 2551157718}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 706527188}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3038247973}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1015611457}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 47981717}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3592538738}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2726471870}]"
-1546332583,2748634713,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2323986101}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2788909693}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1588595445}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3336648220}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 736000386}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 941997506}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 984527513}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4091000557}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 371216963}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1513326571}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3228611386}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3785661089}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 518387148}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 666440382}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1837151577}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1471333428}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1334978104}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 229003538}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2299766748}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4278960718}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 634781242}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1225726778}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1525622117}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1710791394}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3789184904}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3018373291}]"
-1543016771,2751950525,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3161816588}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4071163871}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 47981717}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2117683199}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 957782887}]"
-1534629990,2760337306,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3038247973}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3425386926}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2458213969}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2846385770}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 957782887}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 47981717}]"
-1527068689,2767898607,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2846385770}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2869569095}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1631667848}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 47981717}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3643424744}]"
-1524908142,2770059154,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2779035018}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 280464955}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 588594999}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3096702027}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2869569095}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 972757866}]"
-1513389554,2781577742,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1354429876}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1820235745}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 247725512}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4071163871}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2869569095}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 957782887}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3300816228}]"
-1512987375,2781979921,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2846385770}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3096702027}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 47981717}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1168162263}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3425386926}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2848615171}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 957782887}]"
-1511904457,2783062839,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2931483505}]"
-1509647360,2785319936,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 235531041}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1137204317}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1137204316}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 537685237}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 537685236}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2209107629}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2209107628}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4162373251}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1251927947}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3989883859}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3855396197}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3665119669}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1576148509}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2630955836}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 36879820}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3976349716}]"
-1505385585,2789581711,"[{'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3511092054}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 1546637391}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 2846385770}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 4082225868}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 3425386926}, {'weight': 0.0, 'alternateWeight': 0.0, 'currentlyCanRoll': True, 'plugItemHash': 588594999}]"
